Identifier,Company Name,Country of Exchange,"Price Close
(IDR)
In the last 5 FY",,,,,"Shares - Outstanding - Total
In the last 5 FY",,,,,"Total Assets
(IDR)
In the last 5 FY",,,,,"Total Liabilities
(IDR)
In the last 5 FY",,,,,"ROA - %
In the last 5 FY",,,,
,,,2024,2023,2022,2021,2020,2024,2023,2022,2021,2020,2024,2023,2022,2021,2020,2024,2023,2022,2021,2020,2024,2023,2022,2021,2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,
KONI.JK,Perdana Bangun Pusaka Tbk PT,Indonesia,"1,500.00","1,015.00","3,040.00",990.00,476.00,"312,000,000.00","312,000,000.00","312,000,000.00","252,000,000.00","152,000,000.00","187,840,203,162.00","160,654,900,392.00","142,147,376,515.00","120,586,203,464.00","113,491,970,006.00","30,721,120,369.00","23,881,521,542.00","24,165,903,919.00","14,707,392,332.00","48,513,384,332.00",14.8%,17.1%,11.6%,7.9%,1.0%
KOPI.JK,Mitra Energi Persada Tbk PT,Indonesia,585.00,352.00,620.00,645.00,505.00,"697,266,668.00","697,266,668.00","697,266,668.00","697,266,668.00","697,266,668.00","307,430,312,544.00","345,240,596,973.00","257,592,474,057.00","139,180,731,720.00","185,404,119,807.00","239,382,021,772.00","244,807,247,098.00","159,714,360,683.00","49,549,776,710.00","98,039,065,745.00",-6.6%,2.3%,5.7%,2.7%,2.5%
KOTA.JK,DMS Propertindo Tbk PT,Indonesia,10.00,50.00,50.00,79.00,338.00,"10,546,043,868.00","10,546,043,868.00","10,546,043,868.00","10,546,043,868.00","10,546,043,868.00","1,504,787,301,010.00","1,523,366,181,396.00","1,542,045,324,032.00","1,560,279,964,723.00","1,574,527,771,753.00","309,093,409,245.00","309,741,611,745.00","303,763,121,273.00","301,012,329,910.00","301,155,232,150.00",-1.3%,-1.6%,-1.5%,-1.1%,-2.1%
KPAL.JK,Steadfast Marine Tbk PT,Indonesia,50.00,50.00,50.00,50.00,50.00,"1,069,009,400.00","992,362,650.00","567,497,000.00","110,000,000.00","110,000,000.00","756,289,935,459.00","753,736,481,783.00","665,787,472,977.00","620,809,044,298.00","531,057,473,907.00","564,623,750,997.00","564,764,425,581.00","529,734,136,367.00","542,108,669,124.00","461,796,421,091.00",-0.2%,0.3%,2.6%,2.4%,
KPAS.JK,Cottonindo Ariesta Tbk PT,Indonesia,62.00,62.00,62.00,62.00,68.00,"768,042,882.00","768,042,782.00","768,000,000.00","500,000,000.00","100,000,000.00","254,725,484,771.00","255,330,406,694.00","230,724,365,283.00","188,274,009,952.00","129,033,764,251.00","107,883,500,874.00","109,247,270,606.00","94,403,627,595.00","101,342,835,628.00","89,625,543,859.00",-1.9%,0.6%,0.7%,2.5%,0.9%
KPIG.JK,MNC Land Tbk PT,Indonesia,149.00,62.00,71.00,94.00,106.00,"97,557,129,263.00","97,557,129,263.00","88,688,299,330.00","80,625,726,664.00","80,625,726,664.00","35,827,499,060,643.00","33,475,139,357,523.00","31,955,760,446,155.00","30,912,009,095,198.00","29,427,611,990,774.00","7,312,391,677,778.00","6,721,228,664,101.00","6,468,099,881,938.00","6,440,802,030,527.00","6,148,351,780,187.00",2.0%,1.1%,0.7%,0.6%,1.0%
KRAH.JK,Grand Kartech Tbk PT,Indonesia,436.00,436.00,436.00,436.00,436.00,"971,190,000.00","971,190,000.00","971,190,000.00","971,190,000.00","971,190,000.00","606,055,631,089.00","645,953,214,546.00","598,711,565,464.00","533,537,626,101.00","479,240,512,199.00","547,353,968,184.00","520,550,572,402.00","420,562,586,151.00","356,965,176,950.00","292,564,821,530.00",-10.7%,-8.5%,0.8%,-1.6%,10.2%
KRAS.JK,Krakatau Steel (Persero) Tbk PT,Indonesia,101.00,142.00,326.00,412.00,428.00,"19,346,396,900.00","19,346,396,900.00","19,346,396,900.00","19,346,396,900.00","19,346,396,900.00","46,574,371,440,000.00","43,863,264,655,000.00","49,223,285,210,000.00","53,774,883,000,000.00","48,948,339,960,000.00","39,572,276,970,000.00","36,215,013,260,000.00","40,622,284,120,000.00","45,407,368,500,000.00","42,648,269,040,000.00",-3.1%,-4.7%,4.8%,-1.5%,1.3%
KREN.JK,Quantum Clovera Investama Tbk PT,Indonesia,6.00,50.00,50.00,96.00,84.00,"18,205,440,100.00","18,205,440,100.00","18,205,840,100.00","18,205,840,100.00","18,205,840,100.00","2,779,814,691,096.00","2,909,477,439,056.00","2,870,079,321,045.00","3,137,530,767,483.00","3,330,804,739,111.00","773,096,808,536.00","829,805,822,892.00","628,045,649,514.00","650,617,621,920.00","585,507,980,261.00",-2.4%,-1.6%,-2.0%,-9.7%,-5.7%
KRYA.JK,Bangun Karya Perkasa Jaya PT Tbk,Indonesia,52.00,57.00,510.00,,,"1,663,943,474.00","1,663,943,474.00","1,625,000,000.00","1,625,000,000.00","1,625,000,000.00","178,553,078,817.00","190,921,477,273.00","155,007,742,255.00","122,730,623,494.00","95,317,930,499.00","72,337,320,854.00","86,570,404,841.00","56,044,961,922.00","74,356,681,474.00","59,470,298,282.00",4.3%,3.3%,12.8%,7.8%,3.0%
KSIX.JK,Kentanix Supra International Tbk PT,Indonesia,,,,,,"1,817,157,000.00","2,137,831,800.00","2,137,831,800.00","2,137,831,800.00",,"1,208,890,928,345.00","1,248,961,630,791.00","1,169,962,549,618.00","1,080,657,180,901.00",,"19,119,322,322.00","61,996,161,762.00","48,134,451,521.00","52,474,786,082.00",,5.6%,8.3%,9.2%,,
KUAS.JK,Ace Oldfields Tbk,Indonesia,52.00,50.00,55.00,72.00,,"1,292,808,150.00","1,292,808,150.00","1,292,808,150.00","1,292,570,540.00","1,292,570,540.00","278,143,466,044.00","264,359,355,793.00","269,542,435,102.00","262,419,785,855.00","206,482,510,614.00","115,267,049,062.00","107,904,478,062.00","120,390,575,988.00","122,407,148,085.00","155,435,119,827.00",5.2%,4.7%,4.1%,3.3%,3.5%
LABA.JK,Green Power Group Tbk PT,Indonesia,300.00,50.00,97.00,98.00,,"1,103,402,553.00","1,000,000,100.00","1,000,000,100.00","1,000,000,000.00","1,000,000,000.00","93,023,607,568.00","58,615,074,591.00","66,268,642,560.00","67,925,616,555.00","42,624,353,036.00","33,243,773,617.00","3,905,317,100.00","7,620,127,633.00","6,527,163,025.00","22,969,982,373.00",-14.6%,-7.8%,-8.7%,29.9%,-9.6%
LABS.JK,PT UBC Medical Indonesia Tbk,Indonesia,134.00,,,,,"3,950,000,000.00","3,950,000,000.00","3,950,000,000.00","3,950,000,000.00",,"203,599,322,011.00","160,287,232,249.00","108,730,476,265.00","94,993,512,715.00",,"64,844,681,387.00","110,927,131,469.00","61,259,539,994.00","85,761,489,847.00",,2.9%,4.6%,4.4%,,
LAJU.JK,PT Jasa Berdikari Logistics Tbk,Indonesia,50.00,61.00,,,,"2,149,942,974.00","2,149,934,600.00","2,149,840,000.00","2,149,840,000.00","2,149,840,000.00","233,964,839,308.00","181,363,232,540.00","120,237,194,095.00","104,970,060,750.00","109,845,512,465.00","104,588,696,087.00","52,386,312,716.00","64,278,269,524.00","61,578,524,459.00","74,847,107,669.00",1.0%,10.6%,13.8%,10.0%,8.6%
LAND.JK,Trimitra Propertindo Tbk PT,Indonesia,17.00,15.00,50.00,88.00,176.00,"2,792,620,000.00","2,792,620,000.00","2,792,620,000.00","2,792,620,000.00","2,792,620,000.00","735,425,022,849.00","739,023,696,638.00","734,346,966,843.00","763,357,981,904.00","755,728,123,635.00","278,427,307,722.00","282,832,730,242.00","266,411,204,052.00","287,516,419,432.00","268,307,023,961.00",0.2%,-1.5%,-0.9%,-1.4%,-2.3%
LAPD.JK,Leyand International Tbk PT,Indonesia,18.00,6.00,50.00,50.00,50.00,"3,966,350,139.00","3,966,350,139.00","3,966,350,139.00","3,966,350,139.00","3,966,350,139.00","225,049,558,299.00","203,600,012,669.00","64,530,833.00","77,939,737.00","118,472,562,747.00","196,705,082,827.00","159,928,064,075.00","15,489,942,796.00","248,715,057,382.00","259,194,417,124.00",-12.1%,-4.1%,"327,245.0%",-182.9%,-39.5%
LCGP.JK,Eureka Prima Jakarta Tbk PT,Indonesia,,,,,,"5,630,000,914.00","5,630,000,914.00","5,630,000,914.00","5,630,000,914.00","5,630,000,914.00","1,633,544,160,547.00","1,635,334,094,505.00","1,648,862,748,218.00","1,660,390,874,694.00","1,673,377,584,467.00","39,706,228,610.00","39,744,197,954.00","46,077,146,230.00","51,533,513,571.00","50,977,838,582.00",-0.2%,-0.5%,-0.4%,-0.8%,0.5%
LCKM.JK,LCK Global Kedaton Tbk PT,Indonesia,280.00,286.00,310.00,294.00,366.00,"1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","143,432,986,186.00","141,372,543,538.00","145,557,220,841.00","147,143,541,262.00","146,610,616,333.00","7,254,630,924.00","5,283,224,124.00","9,891,118,345.00","11,970,337,380.00","12,579,094,626.00",0.1%,0.1%,0.6%,1.4%,4.2%
LEAD.JK,Logindo Samudramakmur Tbk PT,Indonesia,98.00,62.00,68.00,56.00,50.00,"5,799,616,328.00","4,049,616,328.00","4,033,742,428.00","4,033,750,428.00","4,033,750,428.00","2,091,356,237,150.00","1,993,997,671,295.00","2,081,984,766,290.00","1,946,937,471,750.00","1,983,067,950,240.00","1,371,968,588,180.00","1,627,282,597,900.00","1,628,244,019,105.00","1,445,408,707,500.00","1,452,579,200,280.00",3.2%,-3.8%,-4.2%,-1.5%,-1.6%
LFLO.JK,Imago Mulia Persada Tbk PT,Indonesia,86.00,60.00,57.00,96.00,,"1,307,734,937.00","1,307,734,937.00","1,307,734,937.00","1,300,000,000.00","1,000,000,000.00","154,365,827,528.00","110,801,445,242.00","84,746,687,600.00","59,381,379,682.00","37,652,237,859.00","90,505,122,472.00","56,648,795,086.00","39,412,420,459.00","18,842,518,997.00","25,709,156,251.00",14.1%,11.8%,5.8%,4.6%,6.1%
LIFE.JK,MSIG Life Insurance Indonesia PT,Indonesia,"7,250.00","6,025.00","5,175.00","6,175.00","4,790.00","2,100,000,000.00","2,100,000,000.00","2,100,000,000.00","2,100,000,000.00","2,100,000,000.00","14,591,426,000,000.00","14,953,956,000,000.00","15,536,442,000,000.00","16,344,767,000,000.00","15,847,556,000,000.00","6,751,669,000,000.00","7,221,590,000,000.00","7,569,825,000,000.00","8,501,397,000,000.00","7,489,479,000,000.00",2.9%,1.3%,2.7%,0.9%,2.5%
LINK.JK,Link Net Tbk PT,Indonesia,"1,200.00","1,325.00","2,620.00","4,000.00","2,410.00","2,751,580,984.00","2,751,580,984.00","2,751,580,984.00","2,751,580,984.00","2,751,580,984.00","13,916,787,000,000.00","12,636,281,000,000.00","11,644,794,000,000.00","9,746,894,000,000.00","7,799,803,000,000.00","8,911,584,000,000.00","8,320,175,000,000.00","6,676,754,000,000.00","4,497,552,000,000.00","3,177,089,000,000.00",-13.3%,-10.9%,3.1%,13.1%,17.3%
LION.JK,Lion Metal Works Tbk PT,Indonesia,400.00,575.00,845.00,342.00,346.00,"520,160,000.00","520,160,000.00","520,160,000.00","520,160,000.00","520,160,000.00","714,173,448,726.00","742,886,859,560.00","684,497,878,481.00","686,806,547,986.00","647,829,858,922.00","213,118,952,936.00","251,503,203,972.00","209,683,140,222.00","220,983,822,452.00","204,688,407,176.00",2.6%,2.2%,1.1%,-0.2%,-1.1%
LIVE.JK,Homeco Victoria Makmur PT Tbk,Indonesia,190.00,,,,,"4,593,005,014.00","3,784,655,014.00","4,593,005,014.00","4,593,005,014.00","4,593,005,014.00","533,066,088,786.00","351,982,262,871.00","286,784,476,993.00","248,256,939,416.00","219,024,714,980.00","203,526,258,473.00","167,746,171,868.00","161,924,327,784.00","145,389,181,728.00","121,169,446,463.00",8.0%,12.6%,10.6%,2.3%,
LMAS.JK,Limas Indonesia Makmur Tbk PT,Indonesia,50.00,50.00,50.00,97.00,50.00,"787,851,525.00","787,851,525.00","787,851,525.00","787,851,525.00","787,851,525.00","48,911,006,160.00","346,974,718,729.00","379,566,361,874.00","453,984,850,118.00","446,339,446,199.00","213,928,872,510.00","222,757,820,116.00","251,523,669,740.00","327,378,417,654.00","318,464,006,522.00",-145.4%,-0.6%,1.3%,0.9%,1.8%
LMAX.JK,Lupromax Pelumas Indonesia Tbk PT,Indonesia,29.00,133.00,,,,"650,008,775.00","650,000,000.00","650,000,000.00","650,000,000.00",,"69,794,512,388.00","68,832,087,711.00","28,153,848,798.00","17,084,420,362.00",,"19,401,249,212.00","19,610,801,734.00","17,002,856,405.00","8,552,561,692.00",,2.9%,3.1%,14.4%,,
LMPI.JK,Langgeng Makmur Industri Tbk PT,Indonesia,136.00,111.00,116.00,195.00,85.00,"1,008,517,669.00","1,008,517,669.00","1,008,517,669.00","1,008,517,669.00","1,008,517,669.00","684,807,163,991.00","667,969,779,701.00","694,287,670,534.00","704,070,618,412.00","698,252,022,979.00","545,616,332,410.00","490,958,052,152.00","488,324,283,882.00","476,065,519,926.00","451,757,472,151.00",-5.3%,-4.0%,-3.6%,-1.5%,-6.8%
LMSH.JK,Lionmesh Prima Tbk PT,Indonesia,400.00,440.00,615.00,750.00,420.00,"96,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","119,106,076,175.00","125,154,742,796.00","132,398,867,747.00","145,459,649,889.00","143,486,189,959.00","21,174,990,376.00","20,419,094,068.00","20,831,759,780.00","29,893,350,889.00","35,134,745,290.00",-6.3%,-4.8%,-3.2%,4.1%,-5.2%
LOPI.JK,Logisticsplus International Tbk PT,Indonesia,41.00,62.00,,,,"1,100,011,289.00","1,100,000,000.00","1,100,000,000.00","1,100,000,000.00",,"78,467,780,437.00","81,171,398,633.00","36,807,470,716.00","35,240,707,473.00",,"21,291,485,154.00","26,673,662,504.00","16,425,083,072.00","25,535,869,977.00",,4.3%,4.2%,6.9%,,
LPCK.JK,Lippo Cikarang Tbk PT,Indonesia,504.74,791.75,989.69,"1,192.57","1,405.35","2,707,514,474.23","2,707,514,474.23","2,707,514,474.23","2,707,514,474.23","2,707,514,474.23","13,608,274,000,000.00","9,681,725,000,000.00","9,349,613,000,000.00","9,134,537,000,000.00","9,719,570,000,000.00","7,637,445,000,000.00","2,890,399,000,000.00","2,654,442,000,000.00","2,727,591,000,000.00","3,140,408,000,000.00",-13.6%,1.5%,3.7%,1.9%,-32.9%
LPGI.JK,Lippo General Insurance Tbk PT,Indonesia,322.00,405.00,585.00,245.00,169.50,"3,000,000,000.00","3,000,000,000.00","3,000,000,000.00","3,000,000,000.00","3,000,000,000.00","3,074,044,644,967.00","2,769,428,113,972.00","3,035,235,615,174.00","2,895,537,275,786.00","2,815,578,393,095.00","2,180,240,658,651.00","1,925,683,411,166.00","2,305,086,921,951.00","2,045,346,770,680.00","1,954,498,917,680.00",2.6%,0.5%,3.3%,2.7%,4.3%
LPIN.JK,Multi Prima Sejahtera Tbk PT,Indonesia,398.00,362.00,390.00,"1,175.00",244.00,"425,000,000.00","425,000,000.00","425,000,000.00","425,000,000.00","425,000,000.00","372,240,835,173.00","340,615,035,973.00","337,442,939,231.00","310,880,071,852.00","337,792,393,010.00","30,666,022,907.00","22,952,159,013.00","32,683,374,892.00","26,856,694,729.00","27,828,564,143.00",10.9%,8.6%,9.8%,7.9%,2.5%
LPKR.JK,Lippo Karawaci Tbk PT,Indonesia,102.00,97.00,79.00,141.00,214.00,"70,877,317,769.00","70,877,317,769.00","70,879,018,369.00","70,795,120,769.00","70,713,245,469.00","53,783,859,000,000.00","49,570,824,000,000.00","49,870,897,000,000.00","52,080,936,000,000.00","51,865,480,000,000.00","22,836,790,000,000.00","29,964,393,000,000.00","30,731,006,000,000.00","29,594,927,000,000.00","28,291,825,000,000.00",36.9%,2.5%,-3.7%,-2.1%,-17.4%
LPLI.JK,Star Pacific Tbk PT,Indonesia,254.00,234.00,274.00,274.00,85.00,"1,170,432,803.00","1,170,432,803.00","1,170,432,803.00","1,170,432,803.00","1,170,432,803.00","1,768,186,000,000.00","1,683,667,000,000.00","1,125,536,000,000.00","974,069,000,000.00","935,197,000,000.00","16,260,000,000.00","67,563,000,000.00","14,159,000,000.00","12,195,000,000.00","195,934,000,000.00",2.5%,24.0%,4.2%,26.3%,-5.5%
LPPF.JK,Matahari Department Store Tbk PT,Indonesia,"1,405.00","2,000.00","4,750.00","4,150.00","1,275.00","2,259,292,880.00","2,260,292,880.00","2,364,423,580.00","2,626,148,780.00","2,624,752,590.00","5,140,751,000,000.00","5,880,396,000,000.00","5,750,217,000,000.00","5,851,229,000,000.00","6,319,074,000,000.00","4,814,965,000,000.00","5,849,658,000,000.00","5,170,053,000,000.00","4,845,257,000,000.00","5,737,956,000,000.00",18.4%,14.3%,28.2%,18.1%,-16.8%
LPPS.JK,Lenox Pasifik Investama Tbk PT,Indonesia,56.00,65.00,81.00,112.00,88.00,"2,588,250,000.00","2,588,250,000.00","2,588,250,000.00","2,588,250,000.00","2,588,250,000.00","968,269,318,385.00","1,015,758,277,211.00","992,402,611,122.00","1,213,947,255,400.00","1,098,807,182,384.00","176,052,223.00","199,133,233.00","161,148,780.00","124,081,660.00","4,057,590,748.00",-3.6%,2.3%,-24.5%,10.1%,1.8%
LQ45X.JK,Premier ETF LQ-45,Indonesia,970.00,"1,084.00","1,030.00","1,000.00",970.00,,,,,,,,,,,,,,,,,,,,
LRNA.JK,Eka Sari Lorena Transport Tbk PT,Indonesia,163.00,180.00,188.00,202.00,200.00,"350,000,022.00","350,000,022.00","350,000,022.00","350,000,022.00","350,000,022.00","334,609,464,584.00","358,763,150,139.00","224,704,254,718.00","239,333,983,354.00","270,508,602,770.00","44,737,487,313.00","52,183,775,772.00","53,996,429,050.00","47,302,648,250.00","52,352,752,945.00",-6.4%,-0.2%,-7.8%,-9.1%,-13.5%
LSIP.JK,Perusahaan Perkebunan London Sumatra Indonesia Tbk PT,Indonesia,975.00,890.00,"1,015.00","1,185.00","1,375.00","6,819,963,965.00","6,819,963,965.00","6,819,963,965.00","6,819,963,965.00","6,819,963,965.00","13,841,956,000,000.00","12,514,203,000,000.00","12,417,013,000,000.00","11,851,269,000,000.00","10,922,788,000,000.00","1,285,202,000,000.00","1,166,762,000,000.00","1,481,306,000,000.00","1,659,873,000,000.00","1,636,456,000,000.00",13.5%,7.3%,10.6%,11.0%,8.1%
LTLS.JK,Lautan Luas Tbk PT,Indonesia,"1,020.00","1,305.00","1,390.00",715.00,490.00,"1,471,805,100.00","1,526,803,000.00","1,554,851,000.00","1,554,851,000.00","1,554,851,000.00","6,060,384,000,000.00","5,628,540,000,000.00","6,094,139,000,000.00","6,217,987,000,000.00","5,514,332,000,000.00","2,929,660,000,000.00","2,655,480,000,000.00","3,107,428,000,000.00","3,480,106,000,000.00","3,230,044,000,000.00",5.4%,4.0%,7.2%,7.4%,3.5%
LUCK.JK,Sentral Mitra Informatika Tbk PT,Indonesia,68.00,71.00,128.00,370.00,171.00,"715,749,640.00","715,749,640.00","715,749,640.00","715,749,640.00","715,749,640.00","162,882,870,639.00","174,606,530,258.00","174,737,311,360.00","165,176,869,255.00","154,846,852,480.00","31,599,363,407.00","38,011,814,713.00","38,367,309,541.00","29,859,572,734.00","28,174,660,354.00",-4.6%,0.2%,2.0%,0.0%,-2.3%
LUCY.JK,Lima Dua Lima Tiga PT Tbk,Indonesia,132.00,141.70,193.86,55.11,,"1,074,689,597.00","1,061,552,121.00","1,051,775,824.40","1,051,775,824.40","1,051,775,824.40","135,722,461,530.00","135,299,607,534.00","85,752,962,950.00","53,574,572,774.00","15,958,265,407.00","65,931,787,850.00","78,207,574,756.00","38,386,789,988.00","14,916,383,612.00","8,979,444,351.00",-11.5%,-1.3%,10.9%,1.6%,5.1%
MABA.JK,Marga Abhinaya Abadi Tbk PT,Indonesia,50.00,50.00,50.00,50.00,50.00,"15,365,229,912.00","15,365,229,912.00","15,317,520,200.00","4,722,773,212.43","4,722,773,212.43","2,225,370,766,415.00","2,308,896,586,182.00","2,346,080,331,471.00","2,259,352,741,004.00","613,203,731,065.00","1,941,395,408,076.00","1,759,270,390,486.00","1,608,831,070,637.00","1,736,083,961,447.00","484,584,061,012.00",-11.7%,-8.8%,-8.2%,-2.3%,-6.4%
MAGP.JK,Multi Agro Gemilang Plantation Tbk PT,Indonesia,50.00,50.00,50.00,50.00,50.00,"9,000,000,004.00","9,000,000,004.00","9,000,000,004.00","9,000,000,004.00","9,000,000,004.00","843,440,983,692.00","1,144,939,941,117.00","1,280,123,891,766.00","1,301,381,665,688.00","1,199,879,911,267.00","756,837,374,450.00","983,866,012,465.00","907,022,284,138.00","791,204,187,215.00","488,729,545,961.00",-7.5%,-17.0%,-13.6%,-4.9%,-12.8%
MAHA.JK,Mandiri Herindo Adiperkasa Tbk PT,Indonesia,171.00,193.00,,,,"16,666,000,000.00","16,666,000,000.00","16,666,000,000.00","16,666,000,000.00","16,666,000,000.00","2,703,403,336,000.00","2,553,935,152,881.00","1,606,541,840,000.00","1,070,721,727,000.00","786,166,973,000.00","828,226,948,000.00","746,424,613,850.00","469,522,127,000.00","335,810,030,000.00","282,529,890,000.00",14.3%,16.9%,43.1%,39.5%,
MAIN.JK,Malindo Feedmill Tbk PT,Indonesia,765.00,515.00,490.00,670.00,740.00,"2,238,750,000.00","2,238,750,000.00","2,238,750,000.00","2,238,750,000.00","2,238,750,000.00","5,380,045,840,000.00","5,517,296,880,000.00","5,746,998,087,000.00","5,436,745,210,000.00","4,674,206,873,000.00","2,747,743,014,000.00","3,377,015,031,000.00","3,671,859,617,000.00","3,388,705,377,000.00","2,690,291,167,000.00",11.7%,2.0%,0.6%,1.5%,0.4%
MAMI.JK,Mas Murni Indonesia Tbk PT,Indonesia,50.00,50.00,50.00,50.00,50.00,"12,305,116,371.00","12,305,116,371.00","12,305,116,331.00","6,115,586,835.36","5,206,139,608.28","1,778,345,867,878.00","1,785,791,829,567.00","1,761,230,920,632.00","994,892,026,750.00","883,810,096,621.00","510,842,650,891.00","485,074,321,168.00","397,489,204,976.00","348,337,567,322.00","236,254,044,687.00",-2.6%,-4.6%,0.3%,0.6%,2.6%
MANG.JK,Manggung Polahraya PT Tbk,Indonesia,97.00,,,,,"3,812,500,000.00","3,812,500,000.00","3,812,500,000.00","3,812,500,000.00",,"192,486,259,364.00","101,445,723,754.00","102,879,880,449.00","79,859,090,765.00",,"42,884,326,175.00","30,160,932,100.00","32,813,389,475.00","21,029,627,148.00",,2.2%,2.3%,-12.4%,,
MAPA.JK,MAP Aktif Adiperkasa Tbk PT,Indonesia,"1,070.00",820.00,385.00,254.00,243.00,"28,504,000,000.00","28,504,000,000.00","28,504,000,000.00","28,504,000,000.00","28,504,000,000.00","12,839,220,000,000.00","10,803,580,000,000.00","7,426,249,000,000.00","5,315,436,000,000.00","5,382,042,000,000.00","5,719,466,000,000.00","4,926,225,000,000.00","2,952,918,000,000.00","2,071,182,000,000.00","2,392,915,000,000.00",15.7%,20.5%,24.1%,6.4%,-0.2%
MAPB.JK,Map Boga Adiperkasa Tbk PT,Indonesia,"1,200.00","1,940.00","1,895.00","1,610.00","1,355.00","2,387,922,900.00","2,387,922,900.00","2,170,922,900.00","2,170,922,900.00","2,170,922,900.00","2,964,820,000,000.00","3,244,722,000,000.00","2,558,276,000,000.00","2,226,330,000,000.00","2,441,888,000,000.00","1,417,733,000,000.00","1,557,966,000,000.00","1,406,045,000,000.00","1,211,513,000,000.00","1,421,805,000,000.00",-5.9%,5.0%,7.8%,-0.3%,-9.1%
MAPI.JK,Mitra Adiperkasa Tbk PT,Indonesia,"1,410.00","1,790.00","1,445.00",710.00,790.00,"16,539,613,400.00","16,539,613,400.00","16,539,613,400.00","16,539,613,400.00","16,539,613,400.00","29,525,113,000,000.00","27,516,859,000,000.00","21,012,616,000,000.00","16,799,186,000,000.00","17,650,451,000,000.00","15,074,202,000,000.00","15,105,159,000,000.00","11,256,840,000,000.00","9,626,713,000,000.00","11,151,051,000,000.00",9.7%,12.9%,16.5%,4.4%,-3.9%
